"type"," text " 
"ham"," Juz   now   havent   woke   up   so   a   bit   blur   blur ...   Can ?   Dad   went   out   liao ...   I   cant   cum   now   oso ... " 

"ham"," How   about   clothes
"spam"," Block   Breaker   now   comes   in   deluxe   format   with   new   features   and   great   graphics   from   T - Mobile .   Buy   for   just   £ 5   by   replying   GET   BBDELUXE   and   take   the   challenge " 

"ham"," Aah !   A   cuddle   would   be   lush !   I ' d   need   lots   of   tea   and   soup   before   any   kind   of   fumbling ! " 

"spam"," important   information   4   orange   user   .   today   is   your   lucky   day ! 2 find   out   why   log   onto   http : / / www . urawinner . com   THERE ' S   A   FANTASTIC   SURPRISE   AWAITING   YOU ! " 

"ham"," I   am   late .   I   will   be   there   at " 

"ham"," Sad   story   of   a   Man   -   Last   week   was   my   b ' day .   My   Wife   did ' nt   wish   me .   My   Parents   forgot   n   so   did   my   Kids   .   I   went   to   work .   Even   my   Colleagues   did   not   wish . " 

"ham"," Are   you   plans   with   your   family   set   in   stone   ? " 

"ham"," Pls   dont   forget   to   study " 

"ham"," You ' ll   never   believe   this   but   i   have   actually   got   off   at   taunton .   Wow " 

"ham"," Den   only   weekdays   got   special   price ...   Haiz ...   Cant   eat   liao ...   Cut   nails   oso   muz   wait   until   i   finish   drivin   wat
"ham"," She   just   broke   down   a   list   of   reasons   why   nobody ' s   in   town   and   I   can ' t   tell   if   she ' s   being   sarcastic   or   just   faggy " 

"ham","   & lt ; DECIMAL & gt ;   m   but   its   not   a   common   car   here   so   its   better   to   buy   from   china   or   asia .   Or   if   i   find   it   less   expensive .   I . ll   holla " 

"ham"," The   greatest   test   of   courage   on   earth   is   to   bear   defeat   without   losing   heart .... gn   tc " 

"ham"," SORRY   IM   STIL   FUCKED   AFTER   LAST   NITE   WENT   TOBED   AT   430   GOT   UP   4   WORK   AT   630 " 

"ham"," Hey   so   whats   the   plan   this   sat ? " 

"ham"," Beauty   sleep   can   help   ur   pimples   too . " 

"ham"," Great .   Hope   you   are   using   your   connections   from   mode   men   also   cos   you   can   never   know   why   old   friends   can   lead   you   to   today " 

"spam"," Natalja   ( 25 / F )   is   inviting   you   to   be   her   friend .   Reply   YES - 440   or   NO - 440   See   her :   www . SMS . ac / u / nat27081980   STOP ?   Send   STOP   FRND   to   62468 " 

"ham"," Where   to   get   those ? " 

"ham"," Kind   of .   Just   missed   train   cos   of   asthma   attack
"ham"," Ball   is   moving   a   lot . will   spin   in   last   : ) so   very   difficult   to   bat : ) " 

"ham"," Haiyoh ...   Maybe   your   hamster   was   jealous   of   million " 

"ham"," Can   you   please   send   me   my   aunty ' s   number " 

"ham"," I ' m   glad .   You   are   following   your   dreams . " 

"ham"," I ' ve   reached   home   finally ... " 

"spam"," URGENT .   Important   information   for   02   user .   Today   is   your   lucky   day !   2   find   out   why  
"spam"," WINNER ! !   As   a   valued   network   customer   you   have   been   selected   to   receivea   £ 900   prize   reward !   To   claim   call   09061701461.   Claim   code   KL341 .   Valid   12   hours   only . " 

"ham"," Wn   u   r   hurt   by   d   prsn   who   s   close   2   u
"ham"," U   can   call   now ... " 

"ham"," Science   tells   that   chocolate   will   melt   under   the   sunlight .   Please   don ' t   walk   under   the   sunlight .   BCoz
"ham"," Yes .   I   come   to   nyc   for   audiitions   and   am   trying   to   relocate . " 

"ham"," I   pocked   you   up   there   before " 

"ham"," Congrats .   That ' s   great .   I   wanted   to   tell   you   not   to   tell   me   your   score   cos   it   might   make   me   relax .   But   its   motivating   me   so   thanks   for   sharing " 

"ham"," I   wud   never   mind   if   u   dont   miss   me   or   if   u   dont   need   me ..   But   u   wil   really   hurt   me   wen   u   need   me   & amp ;   u   dont   tell   me .........   Take   care : - ) " 

"ham"," Hey   mr   whats   the   name   of   that   bill   brison   book   the   one   about   language   and   words " 

"ham"," Okay
"ham"," For   you   information
"ham"," Call   me   when   u ' re   done ... " 

"ham"," G . W . R " 

"ham"," You   best   watch   what   you   say   cause   I   get   drunk   as   a   motherfucker " 

"spam"," Kit   Strip   -   you   have   been   billed   150 p .   Netcollex   Ltd .   PO   Box   1013   IG11   OJA " 

"spam"," HMV   BONUS   SPECIAL   500   pounds   of   genuine   HMV   vouchers   to   be   won .   Just   answer   4   easy   questions .   Play   Now !   Send   HMV   to   86688   More   info : www .100 percent - real . com " 

"spam"," Please   CALL   08712402578   immediately   as   there   is   an   urgent   message   waiting   for   you " 

"spam"," thesmszone . com   lets   you   send   free   anonymous   and   masked   messages .. im   sending   this   message   from   there .. do   you   see   the   potential   for   abuse ? ? ? " 

"spam"," WELL   DONE !   Your   4 *   Costa   Del   Sol   Holiday   or   £ 5000   await   collection .   Call   09050090044   Now   toClaim .   SAE
"ham"," Hurt   me ...   Tease   me ...   Make   me   cry ...   But   in   the   end   of   my   life   when   i   die   plz   keep   one   rose   on   my   grave   and   say   STUPID   I   MISS   U ..   HAVE   A   NICE   DAY   BSLVYL " 

"ham"," Erm ...   Woodland   avenue   somewhere .   Do   you   get   the   parish   magazine
"ham"," Are   there   TA   jobs   available ?   Let   me   know   please   cos   i   really   need   to   start   working " 

"ham"," Aiyar   hard   2   type .   U   later   free   then   tell   me   then   i   call   n   scold   n   tell   u . " 

"ham"," Yup   i ' m   free ... " 

"ham"," Good   good
"ham"," Yo   come   over   carlos   will   be   here   soon " 

"ham"," Awww   dat   is   sweet !   We   can   think   of   something   to   do   he   he !   Have   a   nice   time   tonight   ill   probably   txt   u   later   cos   im   lonely   : (   xxx . " 

"ham"," I   guess   it   is   useless   calling   u   4   something   important . " 

"ham"," Ha   ha   -   had   popped   down   to   the   loo   when   you   hello - ed   me .   Hello ! " 

"ham"," He   dint   tell   anything .   He   is   angry   on   me   that   why   you   told   to   abi . " 

"spam"," Someone   U   know   has   asked   our   dating   service   2   contact   you !   Cant   Guess   who ?   CALL   09058091854   NOW   all   will   be   revealed .   PO   BOX385   M6   6 WU " 

"ham"," It   so   happens   that   there   r   2 waxsto   do   wat   you   want .   She   can   come   and   ill   get   her   medical   insurance .   And   she ' ll   be   able   to   deliver   and   have   basic   care .   I ' m   currently   shopping   for   the   right   medical   insurance   for   her .   So   just   give   me   til   friday   morning .   Thats   when   i . ll   see   the   major   person   that   can   guide   me   to   the   right   insurance . " 

"ham"," I   keep   ten   rs   in   my   shelf : )   buy   two   egg . " 

"ham"," I   wasn ' t   well   babe
"ham"," Is   ur   changes   2   da   report   big ?   Cos   i ' ve   already   made   changes   2   da   previous   report . " 

"ham"," Captain   is   in   our   room : ) " 

"ham"," I   can ' t   speak
"ham"," HIYA   STU   WOT   U   UP   2. IM   IN   SO   MUCH   TRUBLE   AT   HOME   AT   MOMENT   EVONE   HATES   ME   EVEN   U !   WOT   THE   HELL   AV   I   DONE   NOW ?   Y   WONT   U   JUST   TELL   ME   TEXT   BCK   PLEASE   LUV   DAN " 

"ham"," S ... i   will   take   mokka   players   only : ) " 

"ham"," Are   you   still   playing   with   gautham ? " 

"ham"," Hey   mr     and   I   are   going   to   the   sea   view   and   having   a   couple   of   gays   I   mean   games !   Give   me   a   bell   when   ya   finish " 

"ham"," K
"ham"," Sorry   .   I   will   be   able   to   get   to   you .   See   you   in   the   morning . " 

"ham"," Aight   well   keep   me   informed " 

"ham"," I   am   not   having   her   number   sir " 

"ham"," Am   only   searching   for   good   dual   sim   mobile   pa . " 

"ham"," That   seems   unnecessarily   hostile " 

"ham"," Dude   got   a   haircut .   Now   its   breezy   up   there " 

"spam"," Congrats !   2   mobile   3 G   Videophones   R   yours .   call   09061744553   now !   videochat   wid   ur   mates
"ham"," 1 Apple / Day = No   Doctor .   1 Tulsi   Leaf / Day = No   Cancer .   1 Lemon / Day = No   Fat .   1 Cup   Milk / day = No   Bone   Problms   3   Litres   Watr / Day = No   Diseases   Snd   ths   2   Whom   U   Care .. : - ) " 

"ham"," i   thought   we   were   doing   a   king   of   the   hill   thing   there . " 

"ham"," Nope   i ' ll   come   online   now .. " 

"ham"," ALSO   TELL   HIM   I   SAID   HAPPY   BIRTHDAY " 

"ham"," Y   bishan   lei ...   I   tot   ü   say   lavender ? " 

"ham"," Boo   what   time   u   get   out ?   U   were   supposed   to   take   me   shopping   today .   : ( " 

"ham"," Now   u   sound   like   manky   scouse   boy   steve
"ham"," Fyi   I ' m   taking   a   quick   shower
"ham"," on   a   Tuesday   night   r   u   4   real " 

"ham"," Yes   when   is   the   appt   again ? " 

"ham"," Just   got   outta   class   gonna   go   gym . " 

"ham"," I   want   to   sent     & lt ; #& gt ;   mesages   today .   Thats   y .   Sorry   if   i   hurts " 

"ham"," Ü   all   write   or   wat .. " 

"ham"," Ha !   I   wouldn ' t   say   that   I   just   didn ' t   read   anything   into   way   u   seemed .   I   don ' t   like   2   be   judgemental .... i   save   that   for   fridays   in   the   pub ! " 

"ham"," Its   a   valentine   game .   .   .   send   dis   msg   to   all   ur   friends .   .   If   5   answers   r   d   same   then   someone   really   loves   u .   .   Ques -   which   colour   suits   me   the   best ? " 

"ham"," Hi : ) did   you   asked   to   waheeda   fathima   about   leave ? " 

"ham"," Enjoy   urself   tmr ... " 

"ham"," You   still   around ?   I   could   use   a   half - 8 th " 

"spam"," U   447801259231   have   a   secret   admirer   who   is   looking   2   make   contact   with   U - find   out   who   they   R * reveal   who   thinks   UR   so   special - call   on   09058094597 " 

"ham"," You   give   us   back   my   id   proof   and     & lt ; #& gt ;     rs .   We   wont   allow   you   to   work .   We   will   come   to   your   home   within   days " 

"ham"," Ü   bot   notes   oredi ...   Cos   i   juz   rem   i   got ... " 

"ham"," Yes .   Rent   is   very   expensive   so   its   the   way   we   save . " 

"ham"," Night   has   ended   for   another   day
"ham"," Hows   the   pain   dear ? y   r   u   smiling ? " 

"ham"," Fun   fact :   although   you   would   think   armand   would   eventually   build   up   a   tolerance   or   some   shit   considering   how   much   he   smokes
"spam"," important   information   4   orange   user   0789 xxxxxxx .   today   is   your   lucky   day ! 2 find   out   why   log   onto   http : / / www . urawinner . com   THERE ' S   A   FANTASTIC   SURPRISE   AWAITING   YOU ! " 

"ham"," Sorry
"ham"," Great .   So   should   i   send   you   my   account   number . " 

"ham"," HELLOGORGEOUS
"spam"," Our   dating   service   has   been   asked   2   contact   U   by   someone   shy !   CALL   09058091870   NOW   all   will   be   revealed .   POBox84
"ham"," Ü   only   send   me   the   contents   page ... " 

"ham"," Night   sweet
"ham"," Don ' t   Think   About   " " What   u   Have   Got " "   Think   About   " " How   to   Use   It   That   You   Have   Got " "   gooD   ni8 " 

"ham"," I   can ' t   right   this   second
"ham"," Evry   Emotion   dsn ' t   hav   Words . Evry   Wish   dsn ' t   hav   Prayrs ..   If   u   Smile
"ham"," So   what   about   you .   What   do   you   remember " 

"ham"," Ujhhhhhhh   computer   shipped   out   with   address   to   sandiago   and   parantella   lane .   Wtf .   Poop . " 

"ham"," Mm   yes   dear   look   how   i   am   hugging   you   both .   : - P " 

"ham"," I   like   dis   sweater   fr   mango   but   no   more   my   size   already   so   irritating . " 

"ham"," 1   I   don ' t   have   her   number   and   2   its   gonna   be   a   massive   pain   in   the   ass   and   i ' d   rather   not   get   involved   if   that ' s   possible " 

"ham"," Anytime   lor ... " 

"spam"," Do   you   want   a   new   Video   handset ?   750   any   time   any   network   mins ?   UNLIMITED   TEXT ?   Camcorder ?   Reply   or   Call   now   08000930705   for   del   Sat   AM " 

"ham"," Purity   of   friendship   between   two   is   not   about   smiling   after   reading   the   forwarded   message .. Its   about   smiling   just   by   seeing   the   name .   Gud   evng " 

"spam"," Ur   balance   is   now   £ 600.   Next   question :   Complete   the   landmark
"ham"," Me   fine .. absolutly   fine " 

"ham"," K   and   you ' re   sure   I   don ' t   have   to   have   consent   forms   to   do   it   : V " 

"spam"," Ur   TONEXS   subscription   has   been   renewed   and   you   have   been   charged   £ 4.50.   You   can   choose   10   more   polys   this   month .   www . clubzed . co . uk   * BILLING   MSG * " 

"spam"," If   you   don ' t
"ham"," How   much   is   torch   in   9 ja . " 

"ham"," Doing   nothing
"ham"," How   are   you .   Just   checking   up   on   you " 

"ham"," Done   it   but   internet   connection   v   slow   and   can ‘ t   send   it .   Will   try   again   later   or   first   thing   tomo . " 

"ham"," Mathews   or   tait   or   edwards   or   anderson " 

"ham"," yeah   sure   thing   mate   haunt   got   all   my   stuff   sorted   but   im   going   sound   anyway   promoting   hex   for   . by   the   way   who   is   this ?   dont   know   number .   Joke " 
